RIO;COORD- X;COORD- Y;PUNTO;FECHA;Temperatura;Ph;Oxigeno disuelto;Solidos_Totales;Nitratos;Fosfatos;Turbiedad;DBO5;Coliformes fecales;CALIDAD AGUA NSF;Clasificacion 
RIO CUYES;764.748;9.620.394;P7;25/2/2022 0:00;23,5;8,7;6,7;105;3,9;0,29;1,76;14;1134;51,16;Regular
RIO CUYES;756.340;9.616.850;P8;25/2/2022 0:00;20;8,5;8,3;108;3,7;1,12;3,64;13;790;49,72;Mala
RIO EL IDEAL;766.323;9.620.483;P5;27/2/2023 0:00;19,9;8,2;7,1;65;4,8;0,7;5,4;13;1563;48,6;Mala
RIO EL IDEAL;762.450;9.627.837;P6;27/2/2023 0:00;21,6;8,4;8,9;104;4,2;0,26;3,5;12;2743;52,54;Regular
RIO CUYES;764.748;9.620.394;P7;27/2/2023 0:00;19,8;8,6;6,4;107;5,6;0,31;2,23;15;1124;48,11;Mala
RIO CUYES;756.340;9.616.850;P8;27/2/2023 0:00;20,3;8,3;7,3;108;4,2;1;3,2;16;868;47,78;Mala
RIO EL IDEAL;766.323;9.620.483;P5;9/6/2018 0:00;19,2;8,2;8,7;76;6,4;0,1;5,4;14;596;56,44;Regular
RIO EL IDEAL;762.450;9.627.837;P6;9/6/2018 0:00;21,3;8,4;7,4;101;5,8;0,18;2,5;10;1543;54,63;Regular
RIO CUYES;764.748;9.620.394;P7;9/6/2018 0:00;24,5;8,3;6,5;89;3,7;0,21;4,6;14;2134;52,05;Regular
RIO CUYES;756.340;9.616.850;P8;9/6/2018 0:00;20,1;8,5;8,4;79;5,3;0,23;6,3;15;1432;51,66;Regular
RIO EL IDEAL;766.323;9.620.483;P5;13/6/2019 0:00;19,3;8,1;6,3;67;4,6;0,53;6,4;14;879;49,34;Mala
RIO EL IDEAL;762.450;9.627.837;P6;13/6/2019 0:00;21,4;8,3;7,4;86;3,8;0,67;2,4;12;1543;50,52;Regular
RIO CUYES;764.748;9.620.394;P7;13/6/2019 0:00;19,3;8,2;8,6;76;6,5;0,45;6,2;15;2543;47,61;Mala
RIO CUYES;756.340;9.616.850;P8;13/6/2019 0:00;20,5;8,6;7,6;87;5,9;0,8;5,4;12;968;48,5;Mala
RIO EL IDEAL;766.323;9.620.483;P5;17/6/2020 0:00;19,8;8,3;6,6;65;3,5;0,39;3,5;10;1287;52,58;Regular
RIO EL IDEAL;762.450;9.627.837;P6;17/6/2020 0:00;21,2;8,5;7,1;96;5,4;0,84;6,2;10;2431;47,37;Mala
RIO CUYES;764.748;9.620.394;P7;17/6/2020 0:00;26,7;8,4;6,8;95;6,2;0,34;4,5;14;1324;49,62;Mala
RIO CUYES;756.340;9.616.850;P8;17/6/2020 0:00;20,1;8,6;7,5;100;3,7;0,56;6,3;15;865;49,66;Mala
RIO EL IDEAL;766.323;9.620.483;P5;24/6/2021 0:00;19,8;8,1;8,7;57;5,3;0,5;3,5;14;1456;50,84;Regular
RIO EL IDEAL;762.450;9.627.837;P6;24/6/2021 0:00;21,3;8,3;6,7;98;6,1;0,22;5,2;11;2764;50,69;Regular
RIO CUYES;764.748;9.620.394;P7;24/6/2021 0:00;27,5;8,2;7,7;57;5,4;0,3;1,4;14;1236;52,75;Regular
RIO CUYES;756.340;9.616.850;P8;24/6/2021 0:00;20,3;8,3;8,9;67;4,1;0,45;5,3;16;868;51,55;Regular
RIO EL IDEAL;766.323;9.620.483;P5;27/6/2022 0:00;19,7;8,2;6,1;78;3,6;0,7;3,4;14;1764;47,04;Mala
RIO EL IDEAL;762.450;9.627.837;P6;27/6/2022 0:00;21,4;8,4;7,3;86;4,5;0,6;5,3;13;2654;47,94;Mala
RIO CUYES;764.748;9.620.394;P7;27/6/2022 0:00;23,5;8,6;8,5;98;5,1;0,32;6,3;12;1765;51,02;Regular
RIO CUYES;756.340;9.616.850;P8;27/6/2022 0:00;20,8;8,4;6,2;54;6,3;0,78;2,3;11;896;47,99;Mala
RIO EL IDEAL;766.323;9.620.483;P5;29/6/2023 0:00;19,7;8,3;7,5;89;6,1;0,8;3,4;14;1786;46,66;Mala
RIO EL IDEAL;762.450;9.627.837;P6;29/6/2023 0:00;21,5;8,5;8,4;97;5,8;0,23;2,6;13;2346;51,44;Regular
RIO CUYES;764.748;9.620.394;P7;29/6/2023 0:00;26,5;8,7;8,5;110;4,6;0,13;4,6;15;1275;53,3;Regular
RIO CUYES;756.340;9.616.850;P8;29/6/2023 0:00;20,4;8,2;7,6;106;3,5;1,01;4,5;12;546;51,9;Regular
RIO EL IDEAL;766.323;9.620.483;P5;5/10/2018 0:00;19,1;8,1;6,6;78;5,2;0,2;3,5;13;768;54,05;Regular
RIO EL IDEAL;762.450;9.627.837;P6;5/10/2018 0:00;21,2;8,3;5,2;107;4,6;0,19;3,6;11;1267;51,35;Regular
RIO CUYES;764.748;9.620.394;P7;5/10/2018 0:00;19,4;8,2;6,5;101;3,7;0,32;0,56;15;2543;48,46;Regular
RIO CUYES;756.340;9.616.850;P8;5/10/2018 0:00;20,2;8,4;7,6;107;3,6;0,01;6,4;12;1653;56,71;Regular
RIO EL IDEAL;766.323;9.620.483;P5;10/10/2019 0:00;19,2;8,2;8,7;74;4,8;0,91;3,6;14;958;49,83;Mala
RIO EL IDEAL;762.450;9.627.837;P6;10/10/2019 0:00;21,3;8,4;6,2;104;6,1;0,19;2,3;14;1870;49,61;Mala
RIO CUYES;764.748;9.620.394;P7;10/10/2019 0:00;19,5;8,6;8,6;105;5,6;0,18;4,2;13;3245;50,92;Regular
RIO CUYES;756.340;9.616.850;P8;10/10/2019 0:00;20,1;8,3;6,4;103;4,8;0,92;3,4;11;900;48,87;Mala
RIO EL IDEAL;766.323;9.620.483;P5;18/10/2020 0:00;19,6;8,2;8,7;67;4,1;0,5;3,6;13;3214;49,87;Mala
RIO EL IDEAL;762.450;9.627.837;P6;18/10/2020 0:00;21,4;8,4;6,9;95;6,2;0,19;3,5;15;2148;49,71;Mala
RIO CUYES;764.748;9.620.394;P7;18/10/2020 0:00;26,7;8,6;6,7;89;6,7;0,46;4,6;10;1207;50,22;Regular
RIO CUYES;756.340;9.616.850;P8;18/10/2020 0:00;20,3;8,8;7,5;78;4,3;0,76;5,3;12;768;49,58;Regular
RIO EL IDEAL;766.323;9.620.483;P5;22/10/2021 0:00;19,7;8,2;8,2;67;3,7;0,6;2,4;15;1785;49,79;Mala
RIO EL IDEAL;762.450;9.627.837;P6;22/10/2021 0:00;21,4;8,4;6,5;98;6,1;0,23;5,3;13;3222;48,45;Mala
RIO CUYES;764.748;9.620.394;P7;22/10/2021 0:00;23,4;8,2;7,5;68;4,7;0,4;0,56;10;1453;53,8;Regular
RIO CUYES;756.340;9.616.850;P8;22/10/2021 0:00;20,4;8,1;6,9;47;3,8;0,78;0,4;13;568;51,82;Regular
RIO EL IDEAL;766.323;9.620.483;P5;26/10/2022 0:00;19,5;8,3;7,1;76;6,5;0,8;2,4;15;1646;45,64;Mala
RIO EL IDEAL;762.450;9.627.837;P6;26/10/2022 0:00;21,2;8,4;8,6;102;5,6;0,7;4,6;14;2145;47,51;Mala
RIO CUYES;764.748;9.620.394;P7;26/10/2022 0:00;25,6;8,5;6,7;105;5,8;0,33;3,5;11;1654;50,57;Regular
RIO CUYES;756.340;9.616.850;P8;26/10/2022 0:00;20,6;8,3;8,4;103;4,3;0,56;6,3;15;976;50,66;Regular
RIO EL IDEAL;766.323;9.620.483;P5;30/10/2023 0:00;19,4;8,6;7,4;56;4,2;0,9;3,4;12;3425;46,11;Mala
RIO EL IDEAL;762.450;9.627.837;P6;30/10/2023 0:00;21,7;8,1;8,6;106;5,9;0,34;2,4;14;2567;49,8;Mala
RIO CUYES;764.748;9.620.394;P7;30/10/2023 0:00;27,6;8,5;6,4;109;6,1;0,13;6,4;15;3542;49,03;Mala
RIO CUYES;756.340;9.616.850;P8;30/10/2023 0:00;20,2;8,1;6,6;102;5,2;1,01;0,64;12;678;49,48;Mala
RIO MORONA;220654.50;9694424.50;P9;3/3/2018 0:00;19,5;8;7;110;3,5;0,98;0,39;10;1300;52,22;Regular
RIO MORONA;214818.90;9691953.30;P10;15/1/2018 0:00;20;7,9;6,5;105;3,9;0,18;0,56;14;700;55,55;Regular
RIO MORONA;207776.80;9690001.40;P11;12/2/2018 0:00;21,6;6,5;8;98;4,3;1,01;4;13;900;49,69;Malo
RIO MUCHINKIN;188862.10;9689619.40;P12;24/1/2018 0:00;22;7,5;8,3;65;4,2;0,6;4,6;14;500;54,25;Regular
RIO MUCHINKIN;193042.90;9686248.00;P13;11/1/2018 0:00;22,8;6,6;6,6;71;3,5;0,88;0,45;12;2500;48,03;Malo
RIO NAMANGOZA;806064.60;9687879.30;P14;8/3/2018 0:00;21,3;7,7;8,3;54;5,6;1,01;0,98;14;2148;47,92;Malo
RIO NAMANGOZA;805508.90;9675308.30;P15;25/1/2018 0:00;23,7;7,95;7,2;108;5,2;1,9;3,9;12;2000;45,25;Mala 
RIO SANTIAGO;821363,3;9663217,1;P16;12/2/2018 0:00;19,8;8,4;7,4;48;3,5;0,01;0,25;10;509;61,84;Regular
RIO SANTIAGO;182951,2;9667870,6;P17;12/2/2018 0:00;22,3;8,3;8,4;108;3,9;0,17;0,5;15;1234;55,22;Regular
RIO MORONA;220654.50;9694424.50;P9;5/7/2018 0:00;20,5;8;7,1;47;3,7;0,82;6;10;1457;51,36;Regular
RIO MORONA;214818.90;9691953.30;P10;17/5/2018 0:00;23;7,5;7;60;6,4;0,16;0,23;13;699;55,88;Regular 
RIO MORONA;207776.80;9690001.40;P11;13/6/2018 0:00;19,7;6,6;8;67;5,2;1,4;0,55;11;800;49,58;Malo 
RIO MUCHINKIN;188862.10;9689619.40;P12;24/5/2018 0:00;21,3;7,15;8;89;3,6;0,8;0,87;11;876;53,86;Regular 
RIO MUCHINKIN;193042.90;9686248.00;P13;13/5/2018 0:00;19,5;8;7,3;110;3,9;0,7;5,6;15;983;49,73;Malo
RIO NAMANGOZA;806064.60;9687879.30;P14;10/7/2018 0:00;20,2;7;8,1;98;6,1;1;3,7;13;2155;47,47;Malo
RIO NAMANGOZA;805508.90;9675308.30;P15;27/5/2018 0:00;19,9;8;6,4;60;5,1;2;4,6;10;600;46,92;Malo
RIO SANTIAGO;821363,3;9663217,1;P16;17/2/2019 0:00;19,7;8,3;8,3;109;4,3;0,13;0,98;12;2432;55,07;Regular
RIO SANTIAGO;182951,2;9667870,6;P17;17/2/2019 0:00;21,5;8,2;7,3;103;4,2;1,01;0,32;14;1354;48,46;Mala
RIO MORONA;220654.50;9694424.50;P9;6/11/2018 0:00;20,4;8;6,4;78;3,9;0,81;4,9;10;1000;50,97;Regular
RIO MORONA;214818.90;9691953.30;P10;17/9/2018 0:00;20,3;7,5;6,9;81;3,7;0,18;5,9;14;1400;54,66;Regular
RIO MORONA;207776.80;9690001.40;P11;14/10/2018 0:00;19,7;6,6;7,1;90;4,8;1,4;5,1;13;1506;50,04;Regular
RIO MUCHINKIN;188862.10;9689619.40;P12;24/9/2018 0:00;20,8;7,1;8,4;91;4,2;0,45;0,23;9;1654;54,83;Regular
RIO MUCHINKIN;193042.90;9686248.00;P13;13/9/2018 0:00;23,9;6,9;6;92;5,9;0,87;0,23;14;678;48,41;Malo 
RIO NAMANGOZA;806064.60;9687879.30;P14;10/11/2018 0:00;20,2;7,8;8,9;58;6,1;0,46;0,87;11;2094;51,9;Regular 
RIO NAMANGOZA;805508.90;9675308.30;P15;27/9/2018 0:00;22,5;7,4;8,32;130;6,4;1,1;3;10;2456;48,81;Mala
RIO SANTIAGO;821363,3;9663217,1;P16;22/2/2020 0:00;19,4;8,1;6,2;57;5,4;0,03;0,74;13;940;55,15;Regular
RIO SANTIAGO;182951,2;9667870,6;P17;22/2/2020 0:00;21,4;8,5;6,5;89;4,1;0,18;0,83;12;1340;53,72;Regular
RIO MORONA;220654.50;9694424.50;P9;6/3/2019 0:00;23;6,7;7,45;125;5,3;0,98;3,7;9;2678;48,82;Mala
RIO MORONA;214818.90;9691953.30;P10;17/1/2019 0:00;20;8;7,5;123;4,6;0,18;3,1;13;1870;38,1;Mala
RIO MORONA;207776.80;9690001.40;P11;14/2/2019 0:00;21,6;7,9;8,3;100;3,8;1,6;6;11;1300;48,87;Mala
RIO MUCHINKIN;188862.10;9689619.40;P12;24/1/2019 0:00;22,4;7,15;7,6;75;6,5;1,15;5,9;18;700;46,55;Mala
RIO MUCHINKIN;193042.90;9686248.00;P13;13/1/2019 0:00;24,1;8;7,3;110;6,5;0,54;0,76;12;500;53,11;Regular 
RIO NAMANGOZA;806064.60;9687879.30;P14;10/3/2019 0:00;26;6,5;8,3;47;3,5;1,01;1,9;14;2155;48,03;Malo 
RIO NAMANGOZA;805508.90;9675308.30;P15;27/1/2019 0:00;23,7;7,1;8;145;5,4;1,9;0,59;10;1400;47,42;Mala
RIO SANTIAGO;821363,3;9663217,1;P16;24/2/2021 0:00;19,3;8,4;7,5;78;5,2;0,1;0,45;15;2312;52,12;Regular
RIO SANTIAGO;182951,2;9667870,6;P17;24/2/2021 0:00;20,5;8,2;8,8;103;6,5;0,12;0,67;12;544;58,03;Regular
RIO MORONA;220654.50;9694424.50;P9;6/7/2019 0:00;19,5;8;8,5;128;5,3;0,98;3,6;10;1000;51,53;Regular
RIO MORONA;214818.90;9691953.30;P10;17/5/2019 0:00;20,3;7,5;6,7;123;6,1;0,18;5,1;14;1234;37,19;Mala
RIO MORONA;207776.80;9690001.40;P11;14/6/2019 0:00;19,8;6,6;8,3;150;5,4;1,6;6;13;1457;45,78;Mala
RIO MUCHINKIN;188862.10;9689619.40;P12;24/5/2019 0:00;21,3;7,1;6,6;65;4,1;0,79;3,1;16;699;49,4;Mala
RIO MUCHINKIN;193042.90;9686248.00;P13;13/5/2019 0:00;27;8;6,9;79;5,5;0,6;2,6;10;2298;50,87;Regular 
RIO NAMANGOZA;806064.60;9687879.30;P14;10/7/2019 0:00;20,2;7,7;6,3;60;4,2;0,99;5,4;13;2155;46,71;Malo 
RIO NAMANGOZA;805508.90;9675308.30;P15;27/5/2019 0:00;25;6,9;7,2;115;5,1;1;0,39;16;645;49,14;Mala
RIO SANTIAGO;821363,3;9663217,1;P16;26/2/2022 0:00;19,6;8,1;6,7;56;6,3;0,2;0,87;10;1259;54,18;Regular
RIO SANTIAGO;182951,2;9667870,6;P17;26/2/2022 0:00;22,4;8,5;8,1;67;3,7;0,17;1,1;13;675;58,77;Regular
RIO MORONA;220654.50;9694424.50;P9;6/11/2019 0:00;26;7,5;7,6;65;5,8;0,81;4,6;16;800;49,99;Mala
RIO MORONA;214818.90;9691953.30;P10;17/9/2019 0:00;20,3;7,9;8,6;71;4,6;0,18;5,2;13;900;57,26;regular
RIO MORONA;207776.80;9690001.40;P11;14/10/2019 0:00;27;8;7,4;54;3,5;1,4;3,7;11;1000;50,9;regular
RIO MUCHINKIN;188862.10;9689619.40;P12;24/9/2019 0:00;21,3;7,12;8,5;128;5,2;1;3,9;11;1400;50,57;regular
RIO MUCHINKIN;193042.90;9686248.00;P13;13/9/2019 0:00;19,5;7,1;7,9;50;6;0,6;4,9;14;1578;49,31;mala
RIO NAMANGOZA;806064.60;9687879.30;P14;10/11/2019 0:00;20;6,8;8,5;79;4,3;0,01;2,1;12;2155;57,63;Regular 
RIO NAMANGOZA;805508.90;9675308.30;P15;27/9/2019 0:00;23,7;8;8,4;45;3,6;1,9;6;10;1345;49,25;mala
RIO SANTIAGO;821363,3;9663217,1;P16;28/2/2023 0:00;21,4;8,3;6,5;107;6,4;0,21;2,4;13;1422;51,1;Regular
RIO SANTIAGO;182951,2;9667870,6;P17;28/2/2023 0:00;21,3;8,1;6,4;102;5,2;1,01;5,4;10;597;50,36;Regular
RIO MORONA;220654.50;9694424.50;P9;6/3/2020 0:00;26,6;7,3;7,1;89;5,6;0,87;0,87;11;2453;48,72;mala
RIO MORONA;214818.90;9691953.30;P10;17/1/2020 0:00;20,5;6,7;8,4;90;4,8;0,2;0,94;9;2678;55,26;Regular
RIO MORONA;207776.80;9690001.40;P11;14/2/2020 0:00;19,9;8;6,9;78;4,1;0,45;4;10;2678;51,38;Regular
RIO MUCHINKIN;188862.10;9689619.40;P12;24/1/2020 0:00;21,4;7,2;8,6;60;6,2;0,5;4,6;18;2430;47,28;mala
RIO MUCHINKIN;193042.90;9686248.00;P13;13/1/2020 0:00;21;7,1;7,1;47;3,5;0,66;6;15;876;50,88;Regular
RIO NAMANGOZA;806064.60;9687879.30;P14;10/3/2020 0:00;19,7;7,5;6,6;95;6,5;1,01;0,98;10;2175;47,34;mala
RIO NAMANGOZA;805508.90;9675308.30;P15;27/1/2020 0:00;24;7,1;6;78;3,7;0,87;4,9;12;1540;47,99;mala
RIO SANTIAGO;821363,3;9663217,1;P16;10/6/2018 0:00;19,3;8,3;7,4;66;3,6;0,4;5,5;13;1265;51,68;Regular
RIO SANTIAGO;182951,2;9667870,6;P17;10/6/2018 0:00;21,7;8,5;6,2;99;3,8;0,21;3,4;10;2435;52,25;Regular
RIO MORONA;220654.50;9694424.50;P9;6/7/2020 0:00;26;7,8;6,9;91;3,8;0,22;0,23;14;2000;53,76;Regular
RIO MORONA;214818.90;9691953.30;P10;17/5/2020 0:00;20;6,6;6,3;100;6,5;0,18;0,84;13;1870;50,28;Regular
RIO MORONA;207776.80;9690001.40;P11;14/6/2020 0:00;21,6;7;7,2;111;5,6;0,98;0,76;12;233;53,15;Regular
RIO MUCHINKIN;188862.10;9689619.40;P12;24/5/2020 0:00;19,5;8;8,3;130;5,8;0,18;3;12;2345;53,97;Regular
RIO MUCHINKIN;193042.90;9686248.00;P13;13/5/2020 0:00;22,9;6,5;6,9;109;5,9;0,6;0,23;12;1592;48,84;mala
RIO NAMANGOZA;806064.60;9687879.30;P14;10/7/2020 0:00;20,2;6,8;7,2;100;4,1;0,72;0,96;15;2155;47,81;mala
RIO NAMANGOZA;805508.90;9675308.30;P15;27/5/2020 0:00;22,5;7,9;8,6;125;5,9;0,54;3,7;12;2680;60,23;Regular
